,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,-4.327722185961642,3.7675911014966053,-8.813788278868357,-19.379953447935026,-0.18052887374518883,1.2755936842465312,-2.356449330453102,6.851359583148295,-3.0191461849720893,29.614874733123116,19.11113459722476,2.4265616791543194,10.693061597168244,3.780167129676221,-2.2873896964756506
1,-3.8040201855133677,3.0345782680319777,-9.900440934625596,-20.83919782873321,1.4359588275225676,-0.2917512083183147,-2.495915859154115,5.987672587317684,-1.3054824188593128,18.650620135267836,17.32822569740341,2.080087343028298,12.81560227436316,3.254182441334479,-3.440127852000816
2,-1.4472208829413722,4.919233785790878,-6.28019388598267,-33.41939163760888,1.1770935027217373,0.8821572714906871,-3.049924727250633,6.141752241996805,-2.728330647914066,18.006492341334535,17.033857287797353,2.299868504903872,12.429679413302534,2.7472883989565853,-3.721482858022877
3,-3.842648311651007,4.799219027643178,-4.195275226545386,-30.32281852058652,-3.771033949578256,-0.48972024534943726,-1.2231139264467958,7.26321343236313,-3.371773729638112,26.216557571320863,13.565851265687218,1.0002547137525168,12.960666703579193,3.983317561032747,-2.3882758674544897
4,-6.277544704746001,6.296127043626076,-4.8765564378949176,-22.25963720616359,-6.256159202357972,0.0966687876686313,-0.8302590618570469,4.756704458742201,-2.9603760878031724,27.58966345456893,10.416950658247504,1.3883125125422975,13.639344675431706,1.0686787227761805,-2.3491855948203018
5,-11.468530784850039,5.566052760519325,-4.904539655024772,-12.325968604095198,-3.9066809671766447,0.9592826565449785,-0.8596018912641634,0.9453565581615613,-4.490110660739739,20.947989069647676,9.834467325055062,3.0202282873335395,12.614098840642217,0.7374927067287371,-1.5199525038896773
6,-11.410258045800536,5.321133397989646,-5.579119193480807,-11.597824898559383,0.6731863401941591,-0.8741967347743974,-0.9477041416377572,1.0211003784282318,-4.374068607790209,21.903110103826997,9.994840357034395,3.0668723497037638,11.69051487662514,-0.9084527117214425,0.13601154785741115
7,-7.395477411973111,4.299444839377799,-10.631055218172655,-10.99123813267542,0.9582466608000102,0.6344947536476606,-1.521329346325963,3.743009014870202,-2.530451491384317,26.338300993896713,4.896509298140476,0.9542197271196966,6.103142430118568,0.7611924997780756,0.7617402803994968
8,-4.2146147448215645,4.591477143117604,-10.813758914727408,-13.077702678919566,0.25665963426573585,0.19081969065556903,-1.4478379173136289,3.634296621276646,-1.5685806295291305,25.931430863963055,4.821690010477493,0.6821674192317428,7.175784983251209,0.6680135247129299,-1.5996038733874525
9,-1.0362965852518382,2.1572927682557137,-6.363320668290699,-22.691975802491434,-1.2234037200229793,1.2000366758385657,-0.7251289842580788,2.531315390978045,-0.7693522596738496,13.301278678537319,3.0711472659414953,0.6599846826258791,6.429836322329591,1.2132431725104227,-0.059264832854268534
